iter	Logloss
1510	0.4728036073
1511	0.4727807028
1512	0.4727627181
1513	0.4727478681
1514	0.4727170092
1515	0.4727138308
1516	0.4727113522
1517	0.4727059579
1518	0.4726841626
1519	0.472666312
1520	0.472658389
1521	0.4726574759
1522	0.4726505179
1523	0.4726401948
1524	0.4726300157
1525	0.4726291119
1526	0.4726134682
1527	0.4726115572
1528	0.4725993534
1529	0.4725953917
1530	0.4725679637
1531	0.4725521068
1532	0.4725367503
1533	0.4725312917
1534	0.4725312917
1535	0.472528719
1536	0.4725244608
1537	0.4725243618
1538	0.4725152242
1539	0.4724965594
1540	0.4724883162
1541	0.4724763934
1542	0.472473814
1543	0.4724551512
1544	0.4724393574
1545	0.4724356506
1546	0.4724065524
1547	0.4723908959
1548	0.4723664799
1549	0.4723499248
1550	0.4723378038
1551	0.4723322381
1552	0.4723247146
1553	0.4723165655
1554	0.4722987905
1555	0.4722941374
1556	0.4722900876
1557	0.4722744419
1558	0.4722612689
1559	0.4722525607
1560	0.4722304421
1561	0.4722212015
1562	0.4722001895
1563	0.4721985283
1564	0.472183413
1565	0.4721727102
1566	0.4721642541
1567	0.4721459543
1568	0.4721392315
1569	0.4721378783
1570	0.4721145094
1571	0.4721026587
1572	0.472093392
1573	0.4720836865
1574	0.4720672546
1575	0.4720499206
1576	0.4720433258
1577	0.4720327058
1578	0.4720150062
1579	0.4720125364
1580	0.4720051992
1581	0.4719900681
1582	0.4719727224
1583	0.4719573171
1584	0.4719551244
1585	0.4719549434
1586	0.4719549407
1587	0.4719424877
1588	0.4719379455
1589	0.4719143562
1590	0.4719126661
1591	0.4718928186
1592	0.4718859236
1593	0.4718746859
1594	0.4718733077
1595	0.4718612186
1596	0.471859189
1597	0.4718469602
1598	0.4718346393
1599	0.4718333119
1600	0.4718300473
1601	0.4718274267
1602	0.4718143281
1603	0.4718118163
1604	0.4718085833
1605	0.4718060147
1606	0.4717900195
1607	0.4717755619
1608	0.4717723223
1609	0.471765441
1610	0.4717438242
1611	0.4717426073
1612	0.4717235252
1613	0.4717197052
1614	0.4717074305
1615	0.4717023477
1616	0.4717006387
1617	0.4716818032
1618	0.4716799202
1619	0.4716777862
1620	0.471664002
1621	0.4716438197
1622	0.4716379901
1623	0.4716197816
1624	0.4716018622
1625	0.4715882355
1626	0.4715723251
1627	0.4715515527
1628	0.4715371166
1629	0.4715353995
1630	0.4715281106
1631	0.4715170504
1632	0.4715123592
1633	0.4715111246
1634	0.4715030108
1635	0.471500555
1636	0.4714946015
1637	0.4714842195
1638	0.4714804437
1639	0.4714673639
1640	0.4714666515
1641	0.4714437059
1642	0.4714229083
1643	0.4714188605
1644	0.4714070229
1645	0.4714023146
1646	0.4713931705
1647	0.4713825919
1648	0.4713721113
1649	0.4713592788
1650	0.4713323721
1651	0.4713207369
1652	0.471319401
1653	0.4713052563
1654	0.4712907622
1655	0.471288344
1656	0.4712681127
1657	0.4712587697
1658	0.4712398878
1659	0.4712218162
1660	0.4712083855
1661	0.4711982377
1662	0.4711904255
1663	0.4711817918
1664	0.4711782558
1665	0.4711745294
1666	0.4711646565
1667	0.4711460205
1668	0.4711351884
1669	0.471111359
1670	0.4711027131
1671	0.4710930523
1672	0.4710794412
1673	0.471075097
1674	0.4710682915
1675	0.4710659776
1676	0.47105308
1677	0.4710362414
1678	0.4710101899
1679	0.4709982828
1680	0.4709847727
1681	0.4709674976
1682	0.4709531534
1683	0.4709344573
1684	0.470927407
1685	0.4709150074
1686	0.4709087194
1687	0.4709078942
1688	0.4708911699
1689	0.4708729709
1690	0.4708578866
1691	0.4708450763
1692	0.4708260508
1693	0.470798034
1694	0.4707833064
1695	0.4707704237
1696	0.4707517751
1697	0.4707481868
1698	0.4707333401
1699	0.470724428
1700	0.4707067368
1701	0.4706964281
1702	0.4706818769
1703	0.4706805929
1704	0.470652408
1705	0.4706456434
1706	0.4706356943
1707	0.4706115233
1708	0.4706112268
1709	0.4706083103
1710	0.470599562
1711	0.4705946103
1712	0.4705906782
1713	0.4705820135
1714	0.4705683767
1715	0.4705594291
1716	0.4705585128
1717	0.4705491172
1718	0.4705343906
1719	0.4705264137
1720	0.4705142091
1721	0.4705126628
1722	0.470510346
1723	0.4704889918
1724	0.4704866652
1725	0.470469704
1726	0.4704494566
1727	0.4704479293
1728	0.4704347588
1729	0.4704229359
1730	0.4704052161
1731	0.4703923555
1732	0.4703789972
1733	0.4703713111
1734	0.4703613351
1735	0.4703545781
1736	0.4703371845
1737	0.4703327878
1738	0.4703268997
1739	0.4703245213
1740	0.4703146564
1741	0.4703097906
1742	0.4702911259
1743	0.470287018
1744	0.4702754219
1745	0.4702654235
1746	0.4702650622
1747	0.4702506527
1748	0.4702425322
1749	0.4702422148
1750	0.4702315213
1751	0.4702196617
1752	0.4702167062
1753	0.4702033615
1754	0.4701888472
1755	0.4701864585
1756	0.4701685895
1757	0.4701650645
1758	0.4701530474
1759	0.470128863
1760	0.4701089454
1761	0.4700984932
1762	0.4700842241
1763	0.4700698272
1764	0.4700597968
1765	0.4700431572
1766	0.4700396071
1767	0.4700252028
1768	0.4700151884
1769	0.4700037026
1770	0.4700025873
1771	0.4699933944
1772	0.4699852579
1773	0.4699826541
1774	0.4699716365
1775	0.4699678068
1776	0.4699475939
1777	0.4699342073
1778	0.4699216039
1779	0.4699114149
1780	0.4699019193
1781	0.4699006427
1782	0.4699006427
1783	0.4698896774
1784	0.4698843459
1785	0.4698794598
1786	0.4698674133
1787	0.4698509155
1788	0.4698381354
1789	0.4698330623
1790	0.4698314416
1791	0.4698171
1792	0.4698143262
1793	0.469797739
1794	0.469786337
1795	0.4697769006
1796	0.4697695354
1797	0.4697645904
1798	0.4697456302
1799	0.4697382939
1800	0.4697226368
1801	0.4697091017
1802	0.469696885
1803	0.4696912269
1804	0.4696798434
1805	0.4696634106
1806	0.4696611498
1807	0.4696585579
1808	0.4696455411
1809	0.4696308136
1810	0.4696260737
1811	0.4696248697
1812	0.4696208797
1813	0.4696064865
1814	0.4695917597
1815	0.4695875781
1816	0.4695867675
1817	0.4695841521
1818	0.4695736149
1819	0.4695615751
1820	0.4695495776
1821	0.469530702
1822	0.4695297517
1823	0.4695144552
1824	0.4695006923
1825	0.4694946881
1826	0.4694919804
1827	0.4694732394
1828	0.4694650011
1829	0.4694502789
1830	0.4694330413
1831	0.4694314466
1832	0.4694229252
1833	0.4694207687
1834	0.4694135821
1835	0.4694031582
1836	0.4694016686
1837	0.4693930368
1838	0.4693656128
1839	0.4693474074
1840	0.4693201535
1841	0.4693042762
1842	0.469301885
1843	0.4692895958
1844	0.4692788932
1845	0.4692672709
1846	0.4692493673
1847	0.469229502
1848	0.4692185835
1849	0.4692091814
1850	0.4692066903
1851	0.4691968497
1852	0.4691948252
1853	0.4691809807
1854	0.4691790874
1855	0.4691612098
1856	0.4691606246
1857	0.4691527312
1858	0.4691485574
1859	0.4691272443
1860	0.4691138135
1861	0.469101865
1862	0.4690952389
1863	0.4690887637
1864	0.4690842515
1865	0.4690706448
1866	0.469053307
1867	0.4690367238
1868	0.4690179575
1869	0.4690088972
1870	0.4690031441
1871	0.4689924135
1872	0.4689909709
1873	0.4689905581
1874	0.4689876022
1875	0.4689672881
1876	0.4689654792
1877	0.4689612099
1878	0.4689525343
1879	0.4689421756
1880	0.4689394964
1881	0.4689295549
1882	0.4689153351
1883	0.4689056789
1884	0.4689031694
1885	0.468899594
1886	0.468895647
1887	0.4688772781
1888	0.4688759712
1889	0.468859851
1890	0.4688477222
1891	0.4688388104
1892	0.468834715
1893	0.4688282591
1894	0.4688166951
1895	0.468815155
1896	0.4688056019
1897	0.4687837384
1898	0.4687815214
1899	0.4687810927
1900	0.4687654082
1901	0.4687577257
1902	0.4687422756
1903	0.4687240641
1904	0.4687156939
1905	0.4686935754
1906	0.468681741
1907	0.4686774369
1908	0.4686548241
1909	0.468649641
1910	0.4686370163
1911	0.4686237386
1912	0.4686193521
1913	0.4686005487
1914	0.4685953853
1915	0.4685712743
1916	0.4685600356
1917	0.4685514911
1918	0.468530241
1919	0.4685162452
1920	0.4685045721
1921	0.4684876392
1922	0.4684851184
1923	0.4684834696
1924	0.4684737627
1925	0.468455566
1926	0.4684464165
1927	0.4684433649
1928	0.4684405016
1929	0.4684405016
1930	0.4684282711
1931	0.4684103452
1932	0.4683859282
1933	0.4683739428
1934	0.4683638152
1935	0.4683568473
1936	0.4683500515
1937	0.4683415381
1938	0.4683172774
1939	0.4683150292
1940	0.4683034955
1941	0.468285703
1942	0.4682686099
1943	0.4682672161
1944	0.4682603897
1945	0.4682397649
1946	0.4682297449
1947	0.4682222532
1948	0.4682064969
1949	0.4681910615
1950	0.4681774936
1951	0.4681758336
1952	0.468169972
1953	0.4681405815
1954	0.4681354599
1955	0.4681272608
1956	0.4681089241
1957	0.4680960546
1958	0.4680891952
1959	0.4680861301
1960	0.4680677204
1961	0.468057951
1962	0.4680442064
1963	0.4680393953
1964	0.4680157174
1965	0.4680146298
1966	0.4680118498
1967	0.4680023643
1968	0.4679923635
1969	0.4679777274
1970	0.4679658273
1971	0.4679618291
1972	0.4679429451
1973	0.4679285254
1974	0.4679254856
1975	0.4679131584
1976	0.4679012402
1977	0.4678931529
1978	0.4678835012
1979	0.4678804846
1980	0.4678602118
1981	0.4678469031
1982	0.467836136
1983	0.4678206465
1984	0.4678116322
1985	0.4677936508
1986	0.4677910388
1987	0.4677797333
1988	0.4677646112
1989	0.4677549171
1990	0.4677482064
1991	0.4677435216
1992	0.4677289318
1993	0.4677206595
1994	0.4677163257
1995	0.4677128696
1996	0.4677097608
1997	0.4676943683
1998	0.4676773811
1999	0.4676706528
2000	0.4676663845
2001	0.4676597851
2002	0.4676410947
2003	0.4676300454
2004	0.4676280895
2005	0.4676124037
2006	0.4676115374
2007	0.4675869694
2008	0.4675677299
2009	0.4675568135
2010	0.4675460226
2011	0.4675361673
2012	0.4675295539
2013	0.4675137374
2014	0.4675104672
2015	0.4675010255
2016	0.4674887056
2017	0.4674865173
2018	0.4674809995
2019	0.4674778342
2020	0.4674706462
2021	0.4674673897
2022	0.4674587756
2023	0.4674396045
2024	0.4674310337
2025	0.4674038813
2026	0.4673830682
2027	0.4673707794
2028	0.4673638468
2029	0.4673533387
2030	0.4673400878
2031	0.4673246234
2032	0.4673153755
2033	0.4673033175
2034	0.4673006829
2035	0.4672848986
2036	0.4672736825
2037	0.4672648709
2038	0.4672475429
2039	0.4672339226
2040	0.4672318592
2041	0.467229236
2042	0.4672232305
2043	0.4672137339
2044	0.467198673
2045	0.4671967094
2046	0.4671956956
2047	0.467178753
2048	0.467175028
2049	0.4671733842
2050	0.4671622983
2051	0.4671543199
2052	0.4671345106
2053	0.4671290912
2054	0.467117025
2055	0.4670971167
2056	0.4670889499
2057	0.4670863043
2058	0.4670674019
2059	0.4670573857
2060	0.4670437937
2061	0.4670263583
2062	0.4670198438
2063	0.4669972768
2064	0.4669891978
2065	0.4669830355
2066	0.4669664398
2067	0.4669473423
2068	0.466930856
2069	0.4669216237
2070	0.4669179172
2071	0.4669158924
2072	0.4668986509
2073	0.4668944049
2074	0.4668867757
2075	0.4668705669
2076	0.466868308
2077	0.4668660687
2078	0.4668633207
2079	0.4668392128
2080	0.4668392128
2081	0.4668315435
2082	0.4668152767
2083	0.4668130417
2084	0.4668104883
2085	0.4668031753
2086	0.4668011646
2087	0.4667908508
2088	0.4667697527
2089	0.4667594122
2090	0.4667520367
2091	0.4667520367
2092	0.4667359426
2093	0.4667253466
2094	0.4667246227
2095	0.4667144618
2096	0.4667143519
2097	0.466712555
2098	0.466698112
2099	0.4666827089
2100	0.4666653511
2101	0.4666446303
2102	0.4666233095
2103	0.4666012411
2104	0.466591061
2105	0.4665815294
2106	0.4665798028
2107	0.4665771447
2108	0.466566779
2109	0.4665559054
2110	0.4665352119
2111	0.4665277059
2112	0.4665208715
2113	0.4665137216
2114	0.4665025749
2115	0.466501201
2116	0.4664902116
2117	0.4664697569
2118	0.4664441623
2119	0.4664339163
2120	0.4664153718
2121	0.4664041225
2122	0.4663852025
2123	0.4663723744
2124	0.4663709074
2125	0.4663508476
2126	0.4663417366
2127	0.4663337798
2128	0.4663109048
2129	0.4662865388
2130	0.4662736086
2131	0.4662602225
2132	0.4662517214
2133	0.4662417197
2134	0.4662400807
2135	0.4662272292
2136	0.4662252176
2137	0.4662204285
2138	0.4662072555
2139	0.4661877865
2140	0.4661714311
2141	0.4661681689
2142	0.4661608856
2143	0.4661479718
2144	0.4661406693
2145	0.4661225491
2146	0.4661140171
2147	0.4661049216
2148	0.466087432
2149	0.466074553
2150	0.4660642384
2151	0.4660526578
2152	0.4660498395
2153	0.4660487971
2154	0.466031654
2155	0.4660212998
2156	0.4660005895
2157	0.4659878089
2158	0.4659739909
2159	0.4659659718
2160	0.465964066
2161	0.4659549345
2162	0.4659415087
2163	0.4659334125
2164	0.4659203175
2165	0.4659091936
2166	0.465898456
2167	0.4658966592
2168	0.465885827
2169	0.4658703224
2170	0.4658588411
2171	0.4658414963
2172	0.4658252034
2173	0.4658237171
2174	0.4658118083
2175	0.4657991705
2176	0.4657985729
2177	0.4657957007
2178	0.4657782565
2179	0.4657753213
2180	0.4657545204
2181	0.4657535378
2182	0.4657519783
2183	0.4657463169
2184	0.4657385713
2185	0.4657282251
2186	0.4657066385
2187	0.4657009463
2188	0.4656914106
2189	0.4656830295
2190	0.4656698634
2191	0.4656550796
2192	0.4656447956
2193	0.4656382928
2194	0.4656311893
2195	0.4656150964
2196	0.4656128817
2197	0.4655908532
2198	0.4655777032
2199	0.4655726184
2200	0.4655613078
2201	0.4655506015
2202	0.4655375175
2203	0.4655201041
2204	0.4655062278
2205	0.4654970367
2206	0.465486931
2207	0.4654624399
2208	0.4654480086
2209	0.4654377073
2210	0.4654313449
2211	0.4654286923
2212	0.4654166871
2213	0.4654030738
2214	0.465389148
2215	0.4653772674
2216	0.4653591782
2217	0.465338693
2218	0.4653247785
2219	0.4653234672
2220	0.4653207371
2221	0.4652964915
2222	0.46529375
2223	0.4652819645
2224	0.4652655223
2225	0.4652453654
2226	0.4652319204
2227	0.4652086207
2228	0.4652012347
2229	0.4651827107
2230	0.465160505
2231	0.4651508734
2232	0.4651330942
2233	0.4651102579
2234	0.4650915794
2235	0.46506969
2236	0.4650547992
2237	0.4650369634
2238	0.4650281852
2239	0.4650157546
2240	0.4650022977
2241	0.4649804838
2242	0.4649796415
2243	0.4649559992
2244	0.4649450556
2245	0.4649335685
2246	0.464918467
2247	0.4649064689
2248	0.4648935859
2249	0.4648802056
2250	0.4648685887
2251	0.4648434064
2252	0.4648322725
2253	0.4648312687
2254	0.4648159232
2255	0.4648012647
2256	0.4648000436
2257	0.4647831204
2258	0.464780664
2259	0.4647589743
2260	0.4647443687
2261	0.4647285781
2262	0.4647227396
2263	0.4647175779
2264	0.4647023671
2265	0.4646841367
2266	0.464672857
2267	0.4646692151
2268	0.4646447045
2269	0.4646292182
2270	0.4646039343
2271	0.4646012463
2272	0.4645827149
2273	0.4645713606
2274	0.4645559076
2275	0.4645448352
2276	0.4645349467
2277	0.4645135627
2278	0.4644980976
2279	0.4644715485
2280	0.4644512831
2281	0.4644431638
2282	0.4644256088
2283	0.464417462
2284	0.4644032887
2285	0.4643826025
2286	0.4643659666
2287	0.4643488896
2288	0.4643292134
2289	0.4643037288
2290	0.4642899833
2291	0.4642733448
2292	0.464272224
2293	0.4642586545
2294	0.4642537331
2295	0.4642422037
2296	0.4642268001
2297	0.4642053612
2298	0.4641916758
2299	0.4641842598
2300	0.4641700661
2301	0.4641520207
2302	0.4641386877
2303	0.4641336388
2304	0.4641142932
2305	0.4640996404
2306	0.4640838166
2307	0.4640738136
2308	0.4640586502
2309	0.4640383401
2310	0.4640151752
2311	0.4639918404
2312	0.4639900724
2313	0.4639724732
2314	0.4639592561
2315	0.4639371653
2316	0.4639200002
2317	0.4639050762
2318	0.4639018953
2319	0.4638880081
2320	0.4638642268
2321	0.4638394759
2322	0.4638162586
2323	0.4638019587
2324	0.4637750308
2325	0.46375714
2326	0.4637344383
2327	0.4637184248
2328	0.4637018526
2329	0.4637011469
2330	0.4636879678
2331	0.46366911
2332	0.4636554
2333	0.4636327622
2334	0.4636247695
2335	0.4636103894
2336	0.4635924756
2337	0.4635761377
2338	0.4635555398
2339	0.4635353492
2340	0.4635330138
2341	0.4635169251
2342	0.463504577
2343	0.4635026427
2344	0.4634889611
2345	0.4634613531
2346	0.4634415093
2347	0.4634286883
2348	0.4634132731
2349	0.4633905635
2350	0.4633783678
2351	0.4633592548
2352	0.463340614
2353	0.4633182583
2354	0.46329714
2355	0.4632812356
2356	0.463264239
2357	0.4632429867
2358	0.4632184152
2359	0.4632013974
2360	0.463192584
2361	0.463184719
2362	0.4631582545
2363	0.4631329038
2364	0.4631131869
2365	0.4630986556
2366	0.4630824476
2367	0.4630691301
2368	0.463048435
2369	0.4630356005
2370	0.4630208601
2371	0.4629934795
2372	0.4629808245
2373	0.4629613161
2374	0.4629476703
2375	0.4629322289
2376	0.4629123005
2377	0.4629042565
2378	0.4628893724
2379	0.4628773946
2380	0.4628524894
2381	0.4628457425
2382	0.4628350711
2383	0.4628091289
2384	0.4627892952
2385	0.4627711317
2386	0.4627587138
2387	0.4627347995
2388	0.4627187051
2389	0.4627031512
2390	0.4626847804
2391	0.4626649253
2392	0.4626640147
2393	0.4626508755
2394	0.46263165
2395	0.4626100817
2396	0.4626009091
2397	0.4625769794
2398	0.462549429
2399	0.4625296133
2400	0.462512271
2401	0.4624956775
2402	0.4624858324
2403	0.46246867
2404	0.4624528655
2405	0.4624409266
2406	0.4624245321
2407	0.4624164794
2408	0.4623941776
2409	0.4623740529
2410	0.462354197
2411	0.4623378162
2412	0.4623148297
2413	0.4622988716
2414	0.4622839781
2415	0.4622571435
2416	0.462234637
2417	0.462213456
2418	0.4621927806
2419	0.4621839689
2420	0.4621660995
2421	0.4621433128
2422	0.4621280659
2423	0.4621142265
2424	0.4620975223
2425	0.4620840591
2426	0.4620762006
2427	0.4620669166
2428	0.4620503065
2429	0.4620278949
2430	0.4620068995
2431	0.4619916855
2432	0.4619692073
2433	0.4619429075
2434	0.4619227777
2435	0.461907809
2436	0.4618908015
2437	0.4618726595
2438	0.4618549864
2439	0.4618310672
2440	0.4618100126
2441	0.4617862322
2442	0.4617631207
2443	0.461750846
2444	0.4617267599
2445	0.4617112774
2446	0.4616905936
2447	0.4616887935
2448	0.4616690001
2449	0.4616463475
2450	0.46162123
2451	0.4616005585
2452	0.4615856554
2453	0.4615628038
2454	0.4615477763
2455	0.4615338966
2456	0.4615191355
2457	0.4615065711
2458	0.4614800072
2459	0.461457747
2460	0.4614454099
2461	0.461428145
2462	0.4614181561
2463	0.4614030075
2464	0.4613803287
