iter	Logloss
189	0.5443923822
190	0.5440915391
191	0.5437099393
192	0.5433929833
193	0.5430848412
194	0.5427519517
195	0.5424493713
196	0.5421815556
197	0.5418134769
198	0.5415474903
199	0.5412725124
200	0.5410197932
201	0.540749374
202	0.5404699446
203	0.5401667036
204	0.5399677498
205	0.5397256923
206	0.5394209724
207	0.5391111037
208	0.5388239111
209	0.5385623128
210	0.5382850488
211	0.5380136984
212	0.5377914786
213	0.5375392041
214	0.5372746932
215	0.5370040041
216	0.5366827548
217	0.5364473589
218	0.5361997177
219	0.5359798423
220	0.5356722554
221	0.535403218
222	0.5351455035
223	0.5350012432
224	0.5347780597
225	0.5344988105
226	0.5342855427
227	0.5340184377
228	0.5337409935
229	0.5335961707
230	0.5333291346
231	0.5330767144
232	0.5328346056
233	0.5325877441
234	0.5323432984
235	0.53213362
236	0.5318107814
237	0.5315487286
238	0.5313210574
239	0.5310907927
240	0.5308930793
241	0.5306688412
242	0.5305059096
243	0.5303324387
244	0.5301253584
245	0.5299392188
246	0.5297267388
247	0.5294679611
248	0.5292463275
249	0.5290486626
250	0.5288187127
251	0.5285570516
252	0.5284016529
253	0.528258207
254	0.5280659789
255	0.5278282026
256	0.5275543602
257	0.5273936801
258	0.5272049876
259	0.5270249553
260	0.5268223923
261	0.5266551179
262	0.5265597308
263	0.5263582976
264	0.5261656426
265	0.5260265405
266	0.5258635636
267	0.525675842
268	0.5255261858
269	0.525333054
270	0.5251253594
271	0.5249142003
272	0.5247235276
273	0.5244887705
274	0.5243176609
275	0.5241039523
276	0.5238838559
277	0.5236916775
278	0.5235446494
279	0.5233267978
280	0.5230635521
281	0.5228435379
282	0.5226527677
283	0.5225042659
284	0.5223358639
285	0.5221247504
286	0.5218850666
287	0.5216307891
288	0.5214306686
289	0.5212836274
290	0.5210973258
291	0.5209342612
292	0.5207622381
293	0.5205413062
294	0.5204038782
295	0.5202711891
296	0.520119926
297	0.519965562
298	0.5197817314
299	0.519593585
300	0.5194351561
301	0.5193211542
302	0.5191606622
303	0.5189792211
304	0.5188453915
305	0.5187121084
306	0.5185440421
307	0.5183668535
308	0.5182074436
309	0.5179941965
310	0.5178150448
311	0.5176860114
312	0.5175302937
313	0.5174789457
314	0.5172898678
315	0.5171447417
316	0.5170194645
317	0.5168915888
318	0.5167954233
319	0.5166382602
320	0.5164923138
321	0.5163590864
322	0.5162823279
323	0.516133875
324	0.5159806592
325	0.5158707647
326	0.5157431815
327	0.5156043575
328	0.5154800408
329	0.5153040404
330	0.515151844
331	0.5150187959
332	0.5148764381
333	0.5147096021
334	0.5145208461
335	0.5143710887
336	0.514325649
337	0.5141786147
338	0.5140479392
339	0.5139043432
340	0.5137097364
341	0.5135890756
342	0.5134647957
343	0.5132796764
344	0.5131407836
345	0.5130042121
346	0.5129276895
347	0.5127862895
348	0.512661286
349	0.5125239906
350	0.5124227658
351	0.512257714
352	0.5121660055
353	0.512051413
354	0.5119283232
355	0.5117571776
356	0.5116344395
357	0.5114825798
358	0.5113386121
359	0.5112697617
360	0.5111479104
361	0.5110230461
362	0.510894046
363	0.5107591515
364	0.5107065709
365	0.5105570823
366	0.5104207098
367	0.5102877515
368	0.5101920019
369	0.5100829248
370	0.5099543242
371	0.5098960433
372	0.5097623641
373	0.5096523869
374	0.509612206
375	0.5094931352
376	0.5093923245
377	0.5092342464
378	0.5091021697
379	0.5089967908
380	0.5088673793
381	0.5087655615
382	0.5086627148
383	0.5085327245
384	0.5084378008
385	0.5083537449
386	0.5082598281
387	0.508167689
388	0.5080426045
389	0.5079350031
390	0.5078235927
391	0.5077271278
392	0.5075939893
393	0.5074817265
394	0.5073746239
395	0.5072619096
396	0.5071673031
397	0.5071213292
398	0.5070269793
399	0.5069471169
400	0.5068479813
401	0.5067285114
402	0.5066191912
403	0.5065187648
404	0.5064356589
405	0.5063355094
406	0.5062084667
407	0.5061065759
408	0.5060057239
409	0.5058823775
410	0.5057597409
411	0.5056432239
412	0.5055173455
413	0.5054207816
414	0.5053138767
415	0.5052178121
416	0.5051828559
417	0.5050616702
418	0.5049664944
419	0.5048886786
420	0.5048026763
421	0.50473818
422	0.5046406607
423	0.5045400703
424	0.5044233575
425	0.5043142753
426	0.5041871929
427	0.5040942256
428	0.504036243
429	0.5039429283
430	0.5038786571
431	0.5037434436
432	0.5037231121
433	0.5036629722
434	0.5035635839
435	0.5034686545
436	0.5033944706
437	0.5033068528
438	0.5032183274
439	0.5031362346
440	0.5030136084
441	0.5029178245
442	0.5028350107
443	0.5027370157
444	0.5026492593
445	0.5025748099
446	0.5025087697
447	0.5024173658
448	0.5023874435
449	0.5022893253
450	0.5022112376
451	0.5021310895
452	0.5021166652
453	0.5020370819
454	0.5019398841
455	0.501858059
456	0.5017710457
457	0.5017148394
458	0.5016036665
459	0.5015305687
460	0.5014559715
461	0.5013949878
462	0.5013333459
463	0.5012319157
464	0.5011430156
465	0.5010488552
466	0.5009908972
467	0.500918614
468	0.5008454483
469	0.5007559328
470	0.5006980955
471	0.5006733453
472	0.5005780772
473	0.5005003756
474	0.500422768
475	0.5003874249
476	0.5002943915
477	0.5001856642
478	0.5000876932
479	0.5000357542
480	0.4999337642
481	0.4998543608
482	0.4997846913
483	0.4996926714
484	0.4995835929
485	0.4995666472
486	0.4994960322
487	0.4994268156
488	0.4993760106
489	0.4993049693
490	0.4992691938
491	0.4992115722
492	0.4991009199
493	0.4990154706
494	0.4989559035
495	0.4988783485
496	0.4988158222
497	0.498734511
498	0.4986792041
499	0.4986023611
500	0.4985376698
501	0.4984909036
502	0.4984249824
503	0.4983665929
504	0.498294382
505	0.4982189376
506	0.4981529512
507	0.498077517
508	0.4980087367
509	0.4979456125
510	0.4979007331
511	0.4978332995
512	0.4977867171
513	0.4977175211
514	0.4976596279
515	0.497581859
516	0.4975198386
517	0.4974486352
518	0.4973923668
519	0.497323261
520	0.4972793518
521	0.4972228832
522	0.4971590102
523	0.4971080788
524	0.4970250537
525	0.496961324
526	0.4969077128
527	0.4968459443
528	0.4967655852
529	0.49670657
530	0.496614244
531	0.4965538553
532	0.4964926877
533	0.4964127061
534	0.4963585561
535	0.4963460356
536	0.4963090328
537	0.4962329619
538	0.4962074923
539	0.496143926
540	0.4960683766
541	0.4960209591
542	0.4959490126
543	0.4958775884
544	0.49582452
545	0.4957870133
546	0.4957233563
547	0.4956649647
548	0.4955867405
549	0.4955317934
550	0.495486437
551	0.4954130427
552	0.4953610932
553	0.4953260288
554	0.4952912507
555	0.4952322385
556	0.4952017728
557	0.4951458994
558	0.4950843386
559	0.4950663884
560	0.4950129079
561	0.4949360077
562	0.4948709251
563	0.4947982806
564	0.4947383418
565	0.4947215826
566	0.4946477819
567	0.4945679157
568	0.4945277346
569	0.4944521661
570	0.4944287338
571	0.4943939606
572	0.4943208781
573	0.4942986586
574	0.494247816
575	0.4941989894
576	0.4941742023
577	0.4941300678
578	0.4940791887
579	0.4940315501
580	0.4939660132
581	0.493917028
582	0.4938714288
583	0.4938192192
584	0.4937589634
585	0.4936963721
586	0.4936290784
587	0.4935707711
588	0.4935516762
589	0.4935306661
590	0.4935061125
591	0.4934743178
592	0.4934671926
593	0.49342712
594	0.4933683723
595	0.493301623
596	0.4932621186
597	0.493215898
598	0.4931733493
599	0.4931346951
600	0.4930967022
601	0.4930106712
602	0.492954484
603	0.4929119639
604	0.4928498373
605	0.4927894452
606	0.4927457445
607	0.4926991927
608	0.4926635989
609	0.4925832012
610	0.4925319583
611	0.4924704085
612	0.4924310143
613	0.492362678
614	0.4922963094
615	0.4922410264
616	0.4921813674
617	0.4921249662
618	0.4920776061
619	0.4920084356
620	0.4919586069
621	0.491888813
622	0.4918471936
623	0.4917844828
624	0.4917279379
625	0.4916872287
626	0.4916442441
627	0.4916029889
628	0.4915578674
629	0.4915238426
630	0.4914912346
631	0.491473738
632	0.4914538413
633	0.4914180312
634	0.4913642654
635	0.4913392162
636	0.4913022752
637	0.4912263308
638	0.4911673947
639	0.4910987796
640	0.4910672725
641	0.4910363778
642	0.4909958867
643	0.4909717663
644	0.4909270992
645	0.4908801866
646	0.4908201997
647	0.4907529374
648	0.4907281211
649	0.4906782339
650	0.4906401674
651	0.4905812684
652	0.4905412787
653	0.4904792973
654	0.4904237327
655	0.4903549388
656	0.4902947024
657	0.4902850332
658	0.4902445474
659	0.490222451
660	0.4901840024
661	0.4901337356
662	0.4901027385
663	0.4900593565
664	0.4900240456
665	0.4899926768
666	0.489942277
667	0.4898888036
668	0.4898451067
669	0.4897892872
670	0.4897456677
671	0.489709075
672	0.4896521127
673	0.4896103112
674	0.4896050151
675	0.489552468
676	0.4895099858
677	0.4894735999
678	0.4894314257
679	0.4894069013
680	0.4893806107
681	0.4893586898
682	0.4893177304
683	0.4892654507
684	0.4892129205
685	0.4891690728
686	0.4891437935
687	0.4891153944
688	0.4890973909
689	0.4890484648
690	0.4890397725
691	0.4890009129
692	0.4889580469
693	0.4889175692
694	0.4888893995
695	0.4888581863
696	0.4888015361
697	0.4887698293
698	0.4887552754
699	0.4887196526
700	0.4886551643
701	0.4886254855
702	0.4885817921
703	0.4885335312
704	0.4885058818
705	0.4884656676
706	0.4884064484
707	0.4883604787
708	0.4883140461
709	0.4883066387
710	0.488263917
711	0.4882264649
712	0.4881867345
713	0.4881263559
714	0.4881012295
715	0.488051522
716	0.4880130497
717	0.4879998254
718	0.4879562336
719	0.4879172824
720	0.4878871361
721	0.4878553765
722	0.4878093448
723	0.4877644515
724	0.4877111983
725	0.4876708557
726	0.4876513758
727	0.487625149
728	0.4875924166
729	0.4875538016
730	0.4875306404
731	0.4875003226
732	0.4874603701
733	0.4874067489
734	0.4873713295
735	0.4873578643
736	0.4873344857
737	0.4872901606
738	0.4872586626
739	0.4872132539
740	0.4871773898
741	0.4871544004
742	0.4871278644
743	0.4871022114
744	0.4870723024
745	0.4870498791
746	0.4870051676
747	0.4869770857
748	0.4869279589
749	0.4868985835
750	0.4868577122
751	0.486827572
752	0.4868117547
753	0.4867742714
754	0.4867430392
755	0.4867064178
756	0.4866941276
757	0.4866584637
758	0.4866236206
759	0.4865769847
760	0.4865382909
761	0.4864973772
762	0.4864632387
763	0.4864317721
764	0.4863869445
765	0.4863669316
766	0.4863452417
767	0.4863270051
768	0.4862931908
769	0.4862538741
770	0.4862283285
771	0.4861935285
772	0.4861542602
773	0.4861442206
774	0.486095013
775	0.4860613733
776	0.4860163357
777	0.4860037982
778	0.4859487832
779	0.4858991985
780	0.4858415922
781	0.4858152302
782	0.4857717529
783	0.4857615863
784	0.4857243064
785	0.4856748994
786	0.4856248484
787	0.4856001674
788	0.4855846947
789	0.4855627839
790	0.4855276761
791	0.4855060706
792	0.4854748789
793	0.4854461639
794	0.4854250222
795	0.4853931465
796	0.4853630503
797	0.4853123958
798	0.4852816846
799	0.485258553
800	0.4852017932
801	0.4851769065
802	0.4851377647
803	0.4851069963
804	0.4850690947
805	0.4850310252
806	0.4849685419
807	0.4849244117
808	0.4849018223
809	0.4848769096
810	0.4848613855
811	0.4848572158
812	0.4848218781
813	0.4848022482
814	0.4847806189
815	0.4847508001
816	0.4847408431
817	0.4847142888
818	0.4846858984
819	0.484661255
820	0.4846420265
821	0.4845990714
822	0.4845849662
823	0.4845491609
824	0.4845101909
825	0.4844789251
826	0.4844314079
827	0.4844029382
828	0.4843719214
829	0.4843315974
830	0.4842969958
831	0.4842839237
832	0.4842692566
833	0.484239244
834	0.4842153416
835	0.4841867555
836	0.4841471691
837	0.4841165283
838	0.4840961343
839	0.4840691252
840	0.4840408086
841	0.4839956739
842	0.4839528675
843	0.4839383538
844	0.483907599
845	0.483869744
846	0.4838414182
847	0.4838331347
848	0.4838040787
849	0.4837762291
850	0.4837561567
851	0.4837365451
852	0.4837123907
853	0.4836908754
854	0.4836698801
855	0.4836372718
856	0.4836156548
857	0.4835969
858	0.4835647731
859	0.4835486052
860	0.4835202243
861	0.4835047441
862	0.4834842951
863	0.4834566504
864	0.4834325033
865	0.4834178602
866	0.4833802517
867	0.483366699
868	0.4833402547
869	0.4833316931
870	0.4833112841
871	0.4832910286
872	0.4832689076
873	0.4832410088
874	0.4832131376
875	0.4831948691
876	0.4831561561
877	0.4831181091
878	0.4830924219
879	0.4830552547
880	0.4830204403
881	0.4829925386
882	0.4829881629
883	0.4829629438
884	0.4829371676
885	0.4829188279
886	0.4829126143
887	0.4828849339
888	0.4828500476
889	0.4828198846
890	0.4827893823
891	0.4827518156
892	0.4827139258
893	0.4827020382
894	0.4826819417
895	0.4826570644
896	0.4826322463
897	0.4826147801
898	0.4825838718
899	0.4825740837
900	0.4825443936
901	0.4825214599
902	0.4825118191
903	0.4824755289
904	0.4824696622
905	0.482444283
906	0.4824409957
907	0.4824099329
908	0.4823709669
909	0.4823490428
910	0.4823217097
911	0.4823072987
912	0.4822798233
913	0.4822704291
914	0.4822186798
915	0.4821922674
916	0.4821808667
917	0.4821590861
918	0.4821480891
919	0.4821223721
920	0.4821154654
921	0.482109853
922	0.4820674409
923	0.4820384899
924	0.4819969888
925	0.4819743492
926	0.4819508223
927	0.4819319636
928	0.4818962538
929	0.4818707092
930	0.4818450244
931	0.4818187826
932	0.4817886306
933	0.4817588315
934	0.4817389741
935	0.481734185
936	0.4817322909
937	0.481728755
938	0.4816933956
939	0.4816607518
940	0.4816237636
941	0.481600464
942	0.4815793971
943	0.4815781601
944	0.4815513577
945	0.4815230468
946	0.4814965408
947	0.4814826908
948	0.4814622074
949	0.4814331496
950	0.4814152405
951	0.4813857325
952	0.4813590674
953	0.4813425095
954	0.4813338053
955	0.4812907387
956	0.4812813398
957	0.4812624944
958	0.481228465
959	0.4812168821
960	0.4811898078
961	0.4811839113
962	0.4811446289
963	0.4811302477
964	0.48110756
965	0.4810870162
966	0.4810595026
967	0.4810535209
968	0.4810319288
969	0.4810053202
970	0.4809836941
971	0.480971924
972	0.4809533251
973	0.4809316543
974	0.4809103779
975	0.4808952886
976	0.4808791407
977	0.4808425782
978	0.480838343
979	0.4808108701
980	0.4807859974
981	0.4807541953
982	0.4807409986
983	0.48071726
984	0.4807082029
985	0.4806738729
986	0.4806674936
987	0.4806590769
988	0.4806445117
989	0.4806225467
990	0.4806017334
991	0.4805839288
992	0.4805603333
993	0.4805424296
994	0.4805266886
995	0.4805171129
996	0.4805009695
997	0.4804757865
998	0.4804690153
999	0.4804359703
1000	0.4804013612
1001	0.480379516
1002	0.4803478895
1003	0.4803301291
1004	0.4802898251
1005	0.4802805332
1006	0.4802434671
1007	0.4802279324
1008	0.4802041092
1009	0.4801741688
1010	0.4801687854
1011	0.4801442253
1012	0.4801171543
1013	0.48009199
1014	0.4800644122
1015	0.4800387684
1016	0.4800171205
1017	0.4800120586
1018	0.4799963377
1019	0.4799763722
1020	0.47997329
1021	0.479946867
1022	0.4799256266
1023	0.4798963523
1024	0.4798664876
1025	0.479827998
1026	0.4798021823
1027	0.4797693552
1028	0.4797618643
1029	0.4797242022
1030	0.4796887246
1031	0.4796607781
1032	0.4796413903
1033	0.4796353047
1034	0.4796099662
1035	0.4795889414
1036	0.4795636263
1037	0.4795395851
1038	0.4795085933
1039	0.4794843554
1040	0.4794588201
1041	0.4794462311
1042	0.4794236237
1043	0.4794020616
1044	0.4793706096
1045	0.4793427998
1046	0.4793093209
1047	0.4792803102
1048	0.4792718323
1049	0.4792548919
1050	0.4792387901
1051	0.4792207477
1052	0.4792156426
1053	0.4791912412
1054	0.4791745534
1055	0.4791638027
1056	0.4791330083
1057	0.4790998071
1058	0.4790720139
1059	0.4790648288
1060	0.4790430757
1061	0.4790112408
1062	0.4789915485
1063	0.4789772244
1064	0.478971969
1065	0.4789606026
1066	0.4789512184
1067	0.4789307242
1068	0.4789200003
1069	0.4789025741
1070	0.4788792616
1071	0.478867279
1072	0.4788646648
1073	0.4788502442
1074	0.4788203484
1075	0.4788019872
1076	0.4787701327
1077	0.4787464373
1078	0.4787268606
1079	0.478703053
1080	0.4786939132
1081	0.4786545391
1082	0.4786220944
1083	0.4785999026
1084	0.4785878424
1085	0.4785655902
1086	0.478551266
1087	0.4785326109
1088	0.4785199208
1089	0.4785077181
1090	0.4784945452
1091	0.4784910083
1092	0.4784868371
1093	0.4784705749
1094	0.4784436232
1095	0.478439243
1096	0.4784331137
1097	0.4784267388
1098	0.4784110574
1099	0.4783921419
1100	0.4783686155
1101	0.4783682603
1102	0.4783574149
1103	0.4783389342
1104	0.4783308156
1105	0.4783292162
1106	0.4783060397
1107	0.4782868807
1108	0.4782680316
1109	0.4782492959
1110	0.4782356624
1111	0.47822108
1112	0.4782007245
1113	0.4781899231
1114	0.4781836303
1115	0.4781676362
1116	0.4781612231
1117	0.4781542534
1118	0.4781471062
1119	0.4781444096
1120	0.4781283571
1121	0.4781159896
1122	0.4780864106
1123	0.4780685881
1124	0.4780644831
1125	0.4780533006
1126	0.4780228655
1127	0.4780019057
1128	0.4779999764
1129	0.477994266
1130	0.4779860634
1131	0.4779651213
1132	0.4779361456
1133	0.4779219927
1134	0.4778815209
1135	0.4778807796
1136	0.4778596553
1137	0.4778462983
1138	0.4778276367
1139	0.477810435
1140	0.4777925498
1141	0.4777827028
1142	0.4777727753
1143	0.4777616817
1144	0.4777500632
1145	0.477743385
1146	0.477697874
1147	0.4776831701
1148	0.4776707151
1149	0.4776487916
1150	0.4776352654
1151	0.4776105267
1152	0.4776008172
1153	0.4775987809
1154	0.4775776383
1155	0.4775601134
1156	0.477548342
1157	0.47751868
1158	0.4775040236
1159	0.477501503
1160	0.4774770495
1161	0.4774661245
1162	0.4774434849
1163	0.4774166495
1164	0.4774015789
1165	0.4773806474
1166	0.4773570312
1167	0.4773394065
1168	0.4773271502
1169	0.4773064186
1170	0.4772854433
1171	0.4772575431
1172	0.4772505749
1173	0.4772405826
1174	0.4772341573
1175	0.4772168937
1176	0.477210414
1177	0.4771807462
1178	0.477154854
1179	0.4771381803
1180	0.4771137961
1181	0.4771043913
1182	0.4770825916
1183	0.4770771756
1184	0.4770617562
1185	0.4770225609
1186	0.4770010842
1187	0.4769787178
1188	0.4769603494
1189	0.4769389786
1190	0.476908777
1191	0.4768784089
1192	0.4768684769
1193	0.4768604037
1194	0.4768267801
1195	0.4768179302
1196	0.4768066478
1197	0.4767979415
1198	0.4767883961
1199	0.4767830402
1200	0.4767593653
1201	0.4767477456
1202	0.4767312287
1203	0.4767082407
1204	0.4766869413
1205	0.4766701048
1206	0.4766594046
1207	0.4766340589
1208	0.476606018
1209	0.4765775797
1210	0.476566007
1211	0.4765520418
1212	0.4765445398
1213	0.4765298672
1214	0.4765261702
1215	0.4764997397
1216	0.4764945758
1217	0.4764668551
1218	0.4764458465
1219	0.476428503
1220	0.4764272569
1221	0.4764224921
1222	0.476412165
1223	0.47639804
1224	0.4763811834
1225	0.4763800399
1226	0.4763587627
1227	0.4763387523
1228	0.4763248639
1229	0.4762990009
1230	0.4762940479
1231	0.4762697909
1232	0.4762614995
1233	0.4762590325
1234	0.476242243
1235	0.4762280697
1236	0.4762126218
1237	0.4762036713
1238	0.4761889742
1239	0.4761762494
1240	0.4761599215
1241	0.4761385006
1242	0.4761226644
1243	0.4761186542
1244	0.4761031219
1245	0.4760914726
1246	0.4760880261
1247	0.4760715962
1248	0.4760664853
1249	0.4760521323
1250	0.4760317025
1251	0.4760156849
1252	0.4760029735
1253	0.4759845294
1254	0.4759679885
1255	0.4759649272
1256	0.4759630673
1257	0.4759417284
1258	0.4759303565
1259	0.4759107285
1260	0.4758908202
1261	0.4758720505
1262	0.4758672946
1263	0.4758544221
1264	0.4758405957
1265	0.4758331891
1266	0.4758228509
1267	0.4757924375
1268	0.4757780009
1269	0.4757677111
1270	0.4757633845
1271	0.4757502624
1272	0.4757303874
1273	0.4757211029
1274	0.4756994374
1275	0.4756915017
1276	0.475671775
1277	0.4756639081
1278	0.4756406831
1279	0.4756397023
1280	0.4756254596
1281	0.4756103107
1282	0.4756009242
1283	0.4755887435
1284	0.4755835309
1285	0.4755801759
1286	0.4755767899
1287	0.4755755902
1288	0.4755722752
1289	0.4755508953
1290	0.4755200556
1291	0.475514495
1292	0.4754998964
1293	0.4754874191
1294	0.4754827071
1295	0.4754779477
1296	0.4754589703
1297	0.4754413051
1298	0.4754381847
1299	0.4754111584
1300	0.4753772179
1301	0.4753694891
1302	0.4753670662
1303	0.4753599642
1304	0.4753458634
1305	0.4753419637
1306	0.4753207526
1307	0.4753075904
1308	0.4752848922
1309	0.4752816606
1310	0.4752619407
1311	0.4752442934
1312	0.4752432421
1313	0.4752304167
1314	0.4752187281
1315	0.4752099341
1316	0.475191336
1317	0.4751848464
1318	0.4751650942
1319	0.4751432036
1320	0.4751147571
1321	0.4751130846
1322	0.475088743
1323	0.4750825317
1324	0.4750788158
1325	0.4750651081
1326	0.4750521192
1327	0.4750488941
1328	0.4750199974
1329	0.4750020225
1330	0.4749915392
1331	0.4749796586
1332	0.4749789645
1333	0.4749686693
1334	0.4749652532
1335	0.4749474727
1336	0.474931439
1337	0.4749207465
1338	0.4749067807
1339	0.4749020597
1340	0.474899337
1341	0.4748874276
1342	0.4748618883
1343	0.47484313
1344	0.4748212926
1345	0.4748096741
1346	0.4747988553
1347	0.4747890185
1348	0.4747744543
1349	0.4747565999
1350	0.4747413451
1351	0.4747244705
1352	0.4747001358
1353	0.4746825505
1354	0.4746676727
1355	0.474656643
1356	0.474626031
1357	0.4746009129
1358	0.4745847713
1359	0.4745589102
1360	0.4745400259
1361	0.4745334134
1362	0.4745244695
1363	0.4745103649
1364	0.4744972071
1365	0.4744835802
1366	0.4744688809
1367	0.4744666652
1368	0.4744524679
1369	0.4744398831
1370	0.4744273145
1371	0.4744264365
1372	0.4744174969
1373	0.474408504
1374	0.4744076103
1375	0.4743963275
1376	0.4743867207
1377	0.4743757357
1378	0.4743686869
1379	0.4743540116
1380	0.4743423751
1381	0.4743266237
1382	0.4743122382
1383	0.4743000165
1384	0.4742888636
1385	0.4742704597
1386	0.4742587023
1387	0.4742470689
1388	0.4742377324
1389	0.474230346
1390	0.4742189475
1391	0.4742072783
1392	0.4742024041
1393	0.4741977825
1394	0.4741717533
1395	0.4741664441
1396	0.474151891
1397	0.4741488579
1398	0.4741277722
1399	0.4741263439
1400	0.4741212021
1401	0.4740980497
1402	0.4740767968
1403	0.47407469
1404	0.4740672216
1405	0.4740644703
1406	0.4740503812
1407	0.4740328501
1408	0.4740150346
1409	0.4739934776
1410	0.4739791145
1411	0.4739698
1412	0.4739579864
1413	0.4739549321
1414	0.4739431501
1415	0.4739321287
1416	0.4739073735
1417	0.4738916477
1418	0.4738736101
1419	0.4738590949
1420	0.4738576494
1421	0.4738457675
1422	0.4738265286
1423	0.4738149248
1424	0.473800708
1425	0.4737881121
1426	0.4737854061
1427	0.4737770884
1428	0.4737726945
1429	0.4737524841
1430	0.4737439318
1431	0.4737290735
1432	0.4737232283
1433	0.4737121311
1434	0.4736966696
1435	0.4736835038
1436	0.4736736381
1437	0.4736697854
1438	0.4736614268
1439	0.4736566202
1440	0.4736478222
1441	0.4736422544
1442	0.4736381645
1443	0.4736085943
1444	0.4735785278
1445	0.4735731184
1446	0.4735600087
1447	0.4735491248
1448	0.473538084
1449	0.4735254986
1450	0.4735059622
1451	0.4734910688
1452	0.4734808847
1453	0.4734664128
1454	0.4734537001
1455	0.4734507151
1456	0.4734295338
1457	0.4734271282
1458	0.4734097339
1459	0.4733933287
1460	0.4733811188
1461	0.4733626295
1462	0.4733471429
1463	0.4733351055
1464	0.4733312026
1465	0.4733221409
1466	0.4733056098
1467	0.4732859573
1468	0.4732730635
1469	0.4732610397
1470	0.4732459113
1471	0.4732430226
1472	0.4732250449
1473	0.4732243331
1474	0.473209729
1475	0.4732069437
1476	0.4731863981
1477	0.4731548545
1478	0.4731374863
1479	0.4731356663
1480	0.4731351248
1481	0.4731173678
1482	0.4731087599
1483	0.4730971836
1484	0.4730828379
1485	0.4730717783
1486	0.4730625504
1487	0.4730594642
1488	0.4730471661
1489	0.4730284789
1490	0.4730036573
1491	0.4729963293
1492	0.4729893947
1493	0.4729835775
1494	0.4729675244
1495	0.4729615497
1496	0.4729609242
1497	0.4729583492
1498	0.4729457534
1499	0.4729193727
1500	0.4729030745
1501	0.4728998559
1502	0.4728971527
1503	0.4728851436
1504	0.4728851436
1505	0.4728723621
1506	0.4728400497
1507	0.4728307328
1508	0.4728234845
1509	0.4728164441
