iter	Passed	Remaining
1657	348530	169640
1658	348716	169418
1659	348900	169195
1660	349269	169062
1661	349503	168863
1662	349708	168650
1663	349885	168424
1664	349990	168163
1665	350084	167897
1666	350289	167684
1667	350498	167474
1668	350701	167260
1669	350900	167045
1670	351095	166828
1671	351285	166608
1672	351462	166382
1673	351574	166126
1674	351747	165898
1675	351829	165628
1676	352025	165412
1677	352234	165201
1678	352428	164984
1679	352613	164762
1680	352787	164536
1681	352968	164312
1682	353157	164093
1683	353328	163865
1684	353496	163636
1685	353667	163408
1686	353817	163171
1687	353900	162903
1688	354089	162684
1689	354261	162457
1690	354443	162235
1691	354626	162013
1692	354810	161791
1693	354991	161569
1694	355152	161337
1695	355335	161116
1696	355495	160884
1697	355590	160623
1698	355741	160387
1699	355917	160162
1700	356065	159926
1701	356241	159701
1702	356419	159478
1703	356514	159218
1704	356716	159005
1705	356935	158800
1706	357136	158587
1707	357345	158378
1708	357432	158115
1709	357536	157859
1710	357751	157653
1711	357898	157416
1712	357992	157157
1713	358159	156929
1714	358356	156715
1715	358571	156509
1716	358642	156240
1717	358840	156026
1718	359047	155817
1719	359244	155602
1720	359433	155385
1721	359517	155122
1722	359657	154884
1723	359831	154660
1724	359917	154399
1725	360106	154182
1726	360304	153969
1727	360393	153709
1728	360619	153508
1729	360855	153311
1730	361054	153098
1731	361224	152873
1732	361418	152659
1733	361613	152444
1734	361815	152233
1735	362026	152025
1736	362244	151821
1737	362361	151574
1738	362490	151332
1739	362622	151092
1740	362836	150886
1741	362932	150631
1742	363130	150418
1743	363255	150176
1744	363445	149960
1745	363647	149749
1746	363727	149488
1747	363926	149276
1748	364119	149061
1749	364197	148800
1750	364373	148579
1751	364563	148363
1752	364657	148109
1753	364855	147897
1754	365035	147677
1755	365118	147419
1756	365303	147202
1757	365417	146956
1758	365611	146743
1759	365806	146530
1760	366007	146319
1761	366187	146100
1762	366363	145880
1763	366545	145662
1764	366737	145448
1765	366960	145246
1766	367084	145005
1767	367285	144795
1768	367488	144585
1769	367715	144385
1770	367820	144137
1771	368001	143919
1772	368169	143696
1773	368268	143446
1774	368455	143230
1775	368578	142990
1776	368753	142770
1777	368951	142558
1778	369143	142345
1779	369330	142130
1780	369527	141918
1781	369611	141663
1782	369669	141399
1783	369830	141174
1784	370026	140962
1785	370170	140731
1786	370369	140520
1787	370551	140303
1788	370725	140084
1789	370869	139853
1790	370940	139594
1791	371115	139375
1792	371200	139122
1793	371366	138900
1794	371538	138680
1795	371713	138461
1796	371879	138238
1797	372077	138028
1798	372269	137816
1799	372472	137607
1800	372647	137389
1801	372836	137175
1802	373031	136964
1803	373194	136741
1804	373363	136520
1805	373548	136305
1806	373660	136064
1807	373748	135814
1808	373970	135613
1809	374156	135399
1810	374252	135152
1811	374330	134899
1812	374495	134677
1813	374687	134465
1814	374864	134249
1815	374984	134011
1816	375056	133757
1817	375147	133509
1818	375334	133296
1819	375530	133086
1820	375721	132874
1821	375927	132668
1822	376009	132418
1823	376201	132206
1824	376390	131994
1825	376529	131764
1826	376601	131511
1827	376795	131301
1828	376988	131090
1829	377217	130892
1830	377432	130689
1831	377557	130455
1832	377746	130243
1833	377833	129996
1834	378020	129783
1835	378201	129568
1836	378278	129318
1837	378468	129107
1838	378641	128890
1839	378835	128680
1840	379036	128473
1841	379218	128258
1842	379307	128013
1843	379481	127797
1844	379656	127581
1845	379843	127369
1846	380040	127160
1847	380229	126949
1848	380424	126739
1849	380609	126526
1850	380696	126281
1851	380870	126065
1852	380964	125823
1853	381147	125610
1854	381257	125373
1855	381429	125156
1856	381502	124907
1857	381665	124688
1858	381793	124457
1859	381981	124246
1860	382156	124031
1861	382370	123828
1862	382564	123619
1863	382774	123416
1864	382929	123194
1865	383146	122992
1866	383339	122783
1867	383521	122570
1868	383709	122359
1869	383933	122160
1870	384160	121962
1871	384355	121753
1872	384474	121521
1873	384565	121279
1874	384702	121052
1875	384909	120848
1876	385023	120614
1877	385157	120387
1878	385345	120176
1879	385542	119969
1880	385671	119740
1881	385878	119536
1882	386106	119338
1883	386299	119129
1884	386414	118896
1885	386626	118693
1886	386788	118475
1887	386976	118265
1888	387056	118022
1889	387220	117805
1890	387390	117589
1891	387597	117385
1892	387743	117162
1893	387924	116950
1894	388132	116747
1895	388240	116513
1896	388430	116303
1897	388605	116090
1898	388695	115851
1899	388771	115608
1900	388955	115397
1901	389136	115186
1902	389320	114975
1903	389514	114767
1904	389698	114556
1905	389882	114346
1906	390049	114130
1907	390139	113892
1908	390337	113686
1909	390486	113465
1910	390696	113263
1911	390876	113051
1912	391003	112824
1913	391193	112616
1914	391375	112405
1915	391566	112197
1916	391765	111991
1917	391967	111786
1918	392160	111578
1919	392346	111369
1920	392549	111164
1921	392761	110962
1922	392884	110734
1923	392987	110502
1924	393190	110297
1925	393394	110093
1926	393607	109891
1927	393703	109657
1928	393808	109425
1929	393875	109183
1930	394072	108977
1931	394273	108772
1932	394467	108565
1933	394652	108356
1934	394829	108144
1935	395006	107933
1936	395118	107703
1937	395300	107494
1938	395482	107284
1939	395575	107049
1940	395755	106839
1941	395944	106631
1942	396142	106426
1943	396403	106237
1944	396566	106022
1945	396786	105823
1946	396978	105616
1947	397188	105413
1948	397383	105207
1949	397585	105003
1950	397795	104801
1951	397896	104570
1952	398121	104371
1953	398375	104181
1954	398610	103985
1955	398805	103779
1956	399033	103581
1957	399234	103376
1958	399439	103173
1959	399612	102961
1960	399801	102753
1961	399974	102541
1962	400160	102333
1963	400281	102108
1964	400465	101899
1965	400566	101669
1966	400682	101443
1967	400836	101227
1968	401011	101016
1969	401204	100810
1970	401383	100600
1971	401556	100389
1972	401749	100182
1973	401941	99976
1974	402045	99748
1975	402218	99536
1976	402403	99328
1977	402555	99112
1978	402755	98908
1979	402885	98686
1980	403094	98484
1981	403305	98282
1982	403495	98076
1983	403669	97865
1984	403861	97659
1985	404054	97453
1986	404183	97231
1987	404363	97022
1988	404584	96823
1989	404769	96615
1990	404941	96404
1991	405061	96181
1992	405247	95974
1993	405436	95767
1994	405603	95555
1995	405755	95340
1996	405862	95114
1997	406046	94906
1998	406238	94700
1999	406415	94491
2000	406554	94273
2001	406716	94060
2002	406917	93857
2003	407107	93651
2004	407205	93423
2005	407391	93216
2006	407478	92987
2007	407659	92779
2008	407850	92573
2009	408050	92369
2010	408267	92169
2011	408484	91969
2012	408691	91767
2013	408930	91572
2014	409085	91359
2015	409295	91157
2016	409490	90952
2017	409598	90728
2018	409725	90508
2019	409847	90288
2020	409985	90070
2021	410093	89847
2022	410280	89641
2023	410467	89434
2024	410668	89231
2025	410867	89027
2026	411059	88822
2027	411245	88616
2028	411405	88404
2029	411586	88197
2030	411767	87989
2031	411953	87783
2032	412140	87577
2033	412331	87372
2034	412463	87154
2035	412644	86947
2036	412825	86739
2037	413002	86531
2038	413192	86326
2039	413388	86122
2040	413483	85897
2041	413605	85678
2042	413781	85470
2043	414013	85273
2044	414225	85073
2045	414366	84858
2046	414446	84630
2047	414644	84427
2048	414830	84221
2049	414933	83998
2050	415123	83793
2051	415284	83583
2052	415475	83378
2053	415652	83170
2054	415841	82965
2055	416032	82761
2056	416223	82556
2057	416336	82336
2058	416511	82128
2059	416693	81922
2060	416882	81717
2061	417071	81512
2062	417239	81304
2063	417410	81095
2064	417570	80885
2065	417733	80675
2066	417908	80468
2067	418073	80258
2068	418275	80056
2069	418451	79849
2070	418576	79632
2071	418675	79410
2072	418902	79213
2073	419033	78998
2074	419214	78792
2075	419392	78585
2076	419475	78361
2077	419572	78139
2078	419680	77920
2079	419858	77714
2080	419913	77485
2081	420074	77276
2082	420260	77071
2083	420349	76848
2084	420453	76629
2085	420606	76418
2086	420679	76194
2087	420844	75985
2088	421018	75779
2089	421182	75571
2090	421352	75363
2091	421431	75140
2092	421676	74946
2093	421883	74746
2094	421980	74526
2095	422162	74321
2096	422234	74097
2097	422302	73872
2098	422468	73665
2099	422644	73459
2100	422827	73255
2101	423001	73049
2102	423186	72845
2103	423360	72639
2104	423569	72439
2105	423828	72248
2106	423922	72028
2107	424088	71821
2108	424287	71619
2109	424516	71423
2110	424715	71221
2111	424906	71018
2112	425102	70816
2113	425306	70616
2114	425501	70413
2115	425598	70195
2116	425807	69995
2117	426007	69794
2118	426189	69590
2119	426381	69387
2120	426569	69184
2121	426749	68979
2122	426948	68778
2123	427147	68576
2124	427257	68361
2125	427458	68160
2126	427646	67957
2127	427836	67754
2128	428029	67551
2129	428232	67351
2130	428444	67151
2131	428645	66950
2132	428887	66756
2133	429095	66556
2134	429205	66340
2135	429425	66142
2136	429515	65924
2137	429711	65722
2138	429904	65520
2139	430094	65318
2140	430291	65116
2141	430394	64900
2142	430569	64695
2143	430739	64490
2144	430941	64289
2145	431132	64087
2146	431336	63886
2147	431525	63684
2148	431715	63481
2149	431908	63279
2150	432105	63078
2151	432303	62876
2152	432403	62661
2153	432505	62446
2154	432687	62242
2155	432869	62039
2156	433062	61837
2157	433244	61633
2158	433426	61430
2159	433609	61227
2160	433741	61016
2161	433966	60819
2162	434171	60619
2163	434384	60420
2164	434604	60222
2165	434814	60022
2166	435019	59822
2167	435142	59611
2168	435336	59409
2169	435530	59208
2170	435725	59006
2171	435931	58806
2172	436108	58602
2173	436185	58385
2174	436366	58182
2175	436555	57979
2176	436635	57763
2177	436737	57549
2178	436923	57347
2179	437005	57131
2180	437196	56929
2181	437271	56713
2182	437384	56501
2183	437553	56296
2184	437750	56096
2185	437943	55894
2186	438123	55691
2187	438307	55489
2188	438483	55286
2189	438657	55082
2190	438854	54881
2191	439063	54682
2192	439280	54484
2193	439485	54284
2194	439675	54083
2195	439882	53883
2196	440006	53673
2197	440214	53474
2198	440392	53271
2199	440581	53070
2200	440753	52866
2201	440940	52664
2202	441130	52463
2203	441318	52261
2204	441496	52058
2205	441711	51860
2206	441901	51658
2207	442093	51457
2208	442292	51257
2209	442469	51054
2210	442652	50852
2211	442764	50641
2212	442949	50439
2213	443118	50236
2214	443310	50035
2215	443498	49833
2216	443701	49633
2217	443927	49436
2218	444204	49244
2219	444362	49040
2220	444484	48831
2221	444730	48636
2222	444916	48434
2223	445271	48251
2224	445733	48079
2225	446004	47886
2226	446348	47701
2227	446625	47509
2228	447100	47337
2229	447299	47136
2230	447499	46936
2231	447720	46737
2232	447912	46536
2233	448185	46343
2234	448414	46145
2235	448612	45944
2236	448834	45746
2237	449053	45547
2238	449238	45345
2239	449541	45154
2240	449862	44966
2241	450303	44789
2242	450528	44590
2243	450820	44399
2244	451096	44205
2245	451296	44004
2246	451524	43806
2247	451723	43605
2248	452011	43412
2249	452248	43214
2250	452485	43017
2251	452734	42820
2252	452921	42618
2253	452999	42405
2254	453204	42205
2255	453411	42004
2256	453517	41795
2257	453705	41593
2258	453827	41384
2259	454018	41183
2260	454220	40982
2261	454418	40781
2262	454557	40574
2263	454748	40372
2264	454963	40173
2265	455453	39997
2266	455696	39800
2267	455866	39596
2268	456096	39398
2269	456322	39199
2270	456521	38998
2271	456640	38790
2272	456813	38586
2273	457054	38389
2274	457271	38189
2275	457478	37989
2276	457666	37787
2277	457854	37585
2278	458035	37382
2279	458245	37182
2280	458434	36980
2281	458814	36793
2282	459104	36599
2283	459323	36400
2284	459547	36200
2285	460093	36026
2286	460367	35830
2287	460597	35631
2288	460825	35432
2289	461042	35232
2290	461252	35031
2291	461446	34829
2292	461547	34621
2293	461742	34419
2294	461925	34216
2295	462135	34016
2296	462375	33817
2297	462593	33617
2298	462786	33415
2299	463012	33216
2300	463215	33014
2301	463474	32817
2302	463693	32617
2303	463920	32418
2304	464140	32217
2305	464342	32016
2306	464550	31815
2307	464776	31616
2308	464995	31415
2309	465214	31215
2310	465460	31017
2311	465688	30817
2312	465832	30612
2313	466060	30412
2314	466268	30211
2315	466476	30010
2316	466710	29811
2317	466919	29610
2318	467036	29403
2319	467209	29200
2320	467448	29001
2321	467679	28801
2322	467881	28600
2323	468077	28398
2324	468311	28199
2325	468509	27997
2326	468702	27795
2327	468908	27594
2328	469093	27392
2329	469168	27183
2330	469436	26986
2331	469636	26784
2332	469882	26585
2333	470235	26392
2334	470491	26194
2335	470792	25998
2336	471227	25809
2337	471655	25620
2338	471862	25418
2339	472099	25218
2340	472222	25013
2341	472451	24812
2342	472664	24611
2343	472796	24406
2344	473090	24209
2345	473351	24010
2346	473619	23812
2347	473853	23611
2348	474062	23410
2349	474311	23210
2350	474504	23008
2351	474731	22808
2352	475003	22609
2353	475436	22418
2354	475804	22224
2355	476102	22026
2356	476429	21830
2357	476740	21633
2358	477004	21433
2359	477257	21233
2360	477461	21031
2361	477672	20829
2362	477890	20628
2363	478133	20427
2364	478340	20225
2365	478545	20023
2366	478791	19823
2367	479041	19622
2368	479277	19421
2369	479501	19220
2370	479744	19019
2371	479982	18818
2372	480283	18620
2373	480681	18425
2374	480942	18225
2375	481219	18025
2376	481463	17824
2377	481702	17623
2378	481952	17422
2379	482223	17222
2380	482477	17021
2381	482691	16819
2382	482913	16617
2383	483159	16416
2384	483403	16214
2385	483630	16012
2386	483878	15811
2387	484106	15609
2388	484332	15407
2389	484570	15206
2390	484798	15004
2391	485027	14802
2392	485145	14596
2393	485421	14396
2394	485743	14197
2395	486021	13996
2396	486272	13794
2397	486546	13594
2398	486795	13392
2399	487020	13190
2400	487255	12988
2401	487459	12785
2402	487679	12582
2403	487909	12380
2404	488091	12176
2405	488304	11974
2406	488500	11771
2407	489079	11577
2408	489284	11373
2409	489506	11171
2410	489708	10968
2411	489913	10765
2412	490105	10561
2413	490316	10358
2414	490528	10155
2415	490758	9953
2416	490975	9750
2417	491272	9549
2418	491576	9347
2419	491797	9144
2420	492011	8941
2421	492241	8739
2422	492465	8536
2423	492712	8333
2424	492947	8131
2425	493250	7929
2426	493485	7726
2427	493691	7523
2428	493915	7320
2429	494141	7117
2430	494357	6914
2431	494566	6710
2432	494761	6507
2433	494964	6303
2434	495235	6101
2435	495458	5898
2436	495686	5695
2437	495924	5492
2438	496148	5288
2439	496429	5086
2440	496694	4883
2441	496939	4680
2442	497254	4477
2443	497488	4274
2444	497713	4071
2445	497941	3867
2446	498206	3664
2447	498339	3460
2448	498598	3257
2449	498923	3054
2450	499181	2851
2451	499445	2647
2452	499704	2444
2453	499943	2240
2454	500169	2037
2455	500517	1834
2456	500806	1630
2457	501202	1427
2458	501556	1223
2459	501815	1019
2460	502133	816
2461	502397	612
2462	502724	408
2463	503018	204
2464	503330	0
